web-scraper-order,link-href,claim,label
,,"A video shot in Belgium where a team of healthcare professionals turns its back to a black car that is passing between them, allegedly as a form of protest against the COVID19 hoax.",0
,https://www.who.int/­emergencies/diseases/­novel-coronavirus-201­9/­question-and-answers-­hub/q-a-detail/­coronavirus-disease-(­covid-19)-vaccines-s­afety?fbclid=IwAR17y­L5RiQoXNVCX0geWAUJY9­eRths2tY_flXCzEeW3W5­DaURuZs0OJou0I,"There are strict precautions in place to help ensure the safety of all COVID19 vaccines. Before receiving validation from WHO and national regulatory agencies for emergency use, COVID19 vaccines must undergo rigorous testing in clinical trials to prove that they meet internationally agreed benchmarks for safety and efficacy.",1
,,Bill Gates is doing population control with the coronavirus vaccine.,0
1642741072-362,https://www.rappler.com/technology/features/vaccine-micro-influencers-coda-story/,"Vietnamese, Latino microinfluencers fight vaccine disinformation in San Jose. A diverse community of Instagram and TikTok stars is the latest weapon in the war against COVID19",1
,https://twitter.com/the_hindu/status/1262880819934306310,"India, U.S. to collaborate on #COVID19 vaccine trials', say U.S. health officials  httpstrib.aldY0a3x6",1
,,Did A US Biotech Company Already Develop A COVID19 Vaccine,0
,https://twitter.com/ndtv/status/1243429261421182976,"Punjab Man Who Died Of COVID19 Infected 23, Met 100s 15 Villages Sealed  httpswww.ndtv.comindianewspunjabmanwhodiedofcovid19infected23met100s15villagessealed2201512 #NDTVNewsBeeps #Coronavirus #Punjab pic.twitter.comrGEroDytyw",1
,,They create diseases to offer vaccines. There is already a patent for an attenuated coronavirus.,0
,,A Filipino scientist has produced a vaccine for COVID19.,0
,,President Donald Trump has announced that the Roche Medical Company will launch a coronavirus vaccine this Sunday.,0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,Vaccine cold chain refers to the maintenance of the vaccines product quality from the time it is manufactured until the point of administration by ensuring that vaccines are stored and transported within WHOrecommended temperature ranges.,1
,,A video where Bill Gates is alledgely stating that vaccines are useful to sterilize and reduce the world population.,0
,,#   More than 85.42 Cr vaccine doses provided to StatesUTs. More than 4.57 Cr doses still available with StatesUTs to be administered. Over 83.80 Lakh doses are in pipeline. httpspib.gov.inPressReleasePage.aspxPRID1759129,1
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J39,Inactivated or weakened virus vaccines are vaccines that use a form of the virus that has been inactivated or weakened so it doesnt cause disease but still generates an immune response.,1
,https://www.poynter.org/?ifcn_misinformation=first-volunteer-for-covid-19-vaccine-in-uk-dr-elisa-granato-is-dead," First volunteer for COVID19 Vaccine in UK, Dr. Elisa Granato, is dead.",0
1637034280-427,https://www.rappler.com/newsbreak/fact-check/covid-19-mrna-vaccine-not-vaccine-against-coronavirus,COVID19 messenger RNA mRNA vaccines are not real vaccines against the novel coronavirus.,0
,,Punjab authorities have advised citizens not to eat goat meat for 60 days.,0
,,"A graph from Vaccine Adverse Event Reporting System VAERS published on July 30, 2021 reveals that 12,366 people died upon receiving COVID19 jabs. Most of the reported deaths were Pfizervaccinated and males.",0
,,Russia has a vaccine for the coronavirus.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J88,"If you are breastfeeding, you should get vaccinated against COVID19 as soon as it is your turn. None of the current COVID19 vaccines have live virus in them. This means there is no risk of you transmitting COVID19 to your baby through your breastmilk from the vaccine.  In fact, the antibodies you get after vaccination may go through your breast milk and help to protect your baby. ",1
,,Gates Foundation stands to make nearly 31.5 billion on a coronavirus vaccine in U.K.,0
,,"Vaccines, chips, and 5G are interconnected and needed to establish control over people",0
1642746495-908,https://www.rappler.com/brandrap/announcements/jollibee-donation-free-covid-19-vaccines-foundation-partner/,"Jollibee Group donates free vaccines to foundation partners. Over 1,500 partners have received their first dose of the vaccine",1
,https://doh.gov.ph/faqs/vaccines?fbclid=IwAR3kB5vvbXmMBxLpiy1DzjXG4MLTlNGy5CDjExkazbPX7EVJsFOhbYM2Ink,"Vaccines differ in their composition and how they trigger the immune response to create antibodies. These antibodies protect the body from microorganisms and serve as protection once a person gets infected with disease. Vaccines can be inactivated, weakened or killed copies of the whole or part of the virus or bacteria, or genetic product like mRNA vaccines that creates protein copies without causing disease.",1
,https://www.poynter.org/?ifcn_misinformation=a-bovine-vaccine-can-be-used-to-inoculate-people-against-coronavirus, A bovine vaccine can be used to inoculate people against coronavirus.,0
,,Russia already has a vaccine to fight COVID19.,0
,,FDAauthorized #COVID19 vaccines offer protection against currently known variants. Getting vaccinated is the best way to protect you and your family and community. Find your vaccinehttpvaccines.gov.,1
,https://twitter.com/ReutersUK/status/1276934596249165824,Brazil signs agreement to produce AstraZeneca's experimental COVID19 vaccine  httpsuk.reuters.comarticleushealthcoronavirusbrazilvaccineidUKKBN23Y0NBtaid5ef785a189f4230001063a98utmcampaigntrueAnthem%3ATrendingContentutmmediumtrueAnthemutmsourcetwitter pic.twitter.comjm6BRywYl1,1
,,"Vaccines alter the human genome, make people humanoids and deprive them of their human rights",0
,,Healthcare workers You have the expertise to vaccinate people in your community and get us one step closer to ending the pandemic. Enroll to be a #COVID19 vaccination provider httpsbit.ly3tRuHsZ.,1
,,"80% of people taking the Moderna vaccine had significant side effects, via Bill Gates.",0
,https://doh.gov.ph/vaccines/Questions-and-Answers?fbclid=IwAR24GBsyWYwbL4bQmCv5dxPijZTF26jGKlBTyOsIodowP67Rn60_zHYd9po,"LGUs and vaccination sites shall provide postvaccination reminders and home instructions to all vaccine recipients through handouts or SMSbased reminders that shall include mechanisms to report any adverse event after immunization to the vaccination site or the LGU, initial treatment or management for common adverse events, and contact information or location for consultations or referrals. Sample postvaccination reminders are available at bit.lyRESBAKUNAMaterials",1
,,UN secretarygeneral announcement that COVID19 vaccine trials will begin in Africa.,0
,,"If youve already had #COVID19, you should still get a COVID19 #vaccine. Studies show that COVID19 vaccines provide added protection to your immune system. COVID19 vaccination helps protect you from serious illness if you get sick again. Learn more httpsbit.ly3btJaFU.",1
,,"Vaccines are ineffective. Mortality rates have risen in the UK since vaccination. Haiti was the only country where vaccination did not begin and its president was assassinated. Tests will not detect the virus, its creator said. Masks do not protect against infection, this was confirmed by the published correspondence of Fauci.",0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J74," COVID19 vaccine will not cause a positive test result for a COVID19 PCR or antigen laboratory test. This is because the tests check for active disease and not whether an individual is immune. However, because the COVID19 vaccine prompts an immune response, it may be possible to test positive in an antibody serology test that measures COVID19 immunity in an individual.",1
1637040488-80,https://www.rappler.com/science/life-health/moderna-covid-19-vaccine-enters-final-stage-trial-this-month,Moderna COVID19 vaccine enters final stage trial this month,1
1642744685-737,https://www.rappler.com/world/us-canada/republican-governors-lead-attack-on-biden-vaccine-mandate/,"Republican governors lead attack on Biden vaccine mandate. The states of Florida, Georgia, and Alabama jointly sue in the 11th US Circuit Court of Appeals in Atlanta, a day after President Joe Biden announced he will enforce the mandate starting January 4",1
,,Says the Novavax COVID19 vaccine dumps millions of dangerous spike proteins right into your body.,0
1636390676-11,https://www.politifact.com/factchecks/2021/jul/20/viral-image/no-saline-injections-are-not-part-covid-19-vaccine/,Some of you are being injected with saline because it would look too suspicious if everybody died at the same time.,0
,,Covid19 vaccine negatively impacts blood and alters the colour.,0
,,A video of monkeys swimming in a pool has been viewed thousands of times on Facebook and Twitter alongside a claim it was filmed was shot in the Pakistani capital during a COVID19 lockdown.,0
,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/question-and-answers-hub/q-a-detail/coronavirus-disease-(covid-19)-vaccines?fbclid=IwAR2Xr4JRM3IvhlJP4k8-q_WQNJBg0CbshAd08RB9g6GeNM77RKCt46TA3J36,"Remember that while the COVID19 vaccines authorised by WHO are incredibly effective at reducing your risk of developing serious illness and death, no vaccine is 100% effective.",1
,https://doh.gov.ph/faqs/vaccines?fbclid=IwAR3kB5vvbXmMBxLpiy1DzjXG4MLTlNGy5CDjExkazbPX7EVJsFOhbYM2Ink,vaccination is not mandatory. But the government highly encourages the public to get vaccinated and be protected against preventable disease.,1
,https://www.poynter.org/?ifcn_misinformation=a-bovine-coronavirus-vaccine-for-cattle-is-proof-that-the-novel-coronavirus-isnt-new-and-is-evidence-of-how-much-the-media-controls-people," A bovine coronavirus vaccine, for cattle, is proof that the novel coronavirus isn't new and is evidence of how much the media controls people.",0
,https://doh.gov.ph/vaccines/when-will-the-COVID-19-available-to-me?fbclid=IwAR1mWaCvpj4Hvextm-e0nXmpA-UTJQbvLm_sP9ir2kAxwCMFzXHtgGIv1J4,"The government is currently in the initial phase of vaccine rollout with the availability of Sinovac, AstraZeneca, Pfizer, Sputnik V, and Janssen vaccines in the country. Likewise, the country is in the advanced stages of negotiations with the COVAX Facility and various other vaccine manufacturers.",1
,,Bill Gates is funding a vaccine in adhesive patch form. The vaccine contains a microchip that is going to be used to monitor people via 5G network.,0
,,There are reports circulating on social media that Bill Gates said that a new experimental mRNA vaccine could change patients DNA.,0
,,COVID19 vaccines contain HIV and luciferin  a statement by Dr Carey Madey,0
1637040490-81,https://www.rappler.com/newsbreak/fact-check/russian-university-completes-clinical-trials-worlds-first-covid-19-vaccine,Russian university completes clinical trials for world's first COVID19 vaccine,0
,https://doh.gov.ph/Vaccines/Am-I-eligible-to-get-the-COVID-19-vaccine?fbclid=IwAR3VVKq3UOLAUuX5WG4qhnyf-sc-vzC8-8DWdX8dV-L3rosT7xuZFEclYsU,Persons with autoimmune disease and Human Immunodeficiency Virus HIV are eligible to take the COVID19 vaccine but will need clearance from attending physicianprimary care provider.,1
,,Punjabis koi gal nai attitude working against them during Covid19 Capt,1
,,CDC doesnt recommend changing the way you take most medicines around the time you get your #COVID19 vaccine. Talk with your healthcare provider about any allergies you have and all medications youre taking. More httpsbit.ly2SwiM7m.,1
,,450 people died in Norway due to COVID19 despite vaccination.,0
,https://www.poynter.org/?ifcn_misinformation=a-whatsapp-forward-has-gone-viral-which-claimed-that-a-vaccine-for-coronavirus-has-been-discovered-the-viral-forward-also-claims-that-the-treatment-for-coronavirus-is-mentioned-in-an-intermediate-zo-2, A WhatsApp forward claimed that a vaccine for coronavirus has been discovered and that the treatment for coronavirus is mentioned in an Intermediate Zoology book.,0
